case_id,order_id,customer_id,customer_unique_id,payment_type,payment_value,payment_installments,payment_sequential,order_purchase_timestamp,failure_timestamp,hours_since_failure,previous_order_count,previous_payment_count,previous_success_count,previous_cancelled_count,historical_payment_success_rate,historical_average_payment,customer_tenure_before_payment,order_frequency_before_payment,failure_category,failure_reason,recovery_attempt_number,model_probability_RETRY,model_probability_NUDGE,model_probability_ESCALATE,model_probability_STOP,effective_probability_RETRY,effective_probability_NUDGE,effective_probability_ESCALATE,effective_probability_STOP,utility_RETRY,utility_NUDGE,utility_ESCALATE,utility_STOP,guardrail_RETRY,guardrail_NUDGE,guardrail_ESCALATE,guardrail_STOP,guardrail_rules_RETRY,guardrail_rules_NUDGE,guardrail_rules_ESCALATE,guardrail_rules_STOP,selected_action,recovery_probability,revenue_at_risk,expected_recovered_amount,execution_status,recovered,recovered_amount,simulation_seed,provenance_version
581c795a0fba4d5e258484943a5ab0fb_1,581c795a0fba4d5e258484943a5ab0fb,864b6e5515568a915e535a341c973ec8,98c739ff73ba1541f4c008e55f30a25e,credit_card,412.52,8,1,2017-10-03 14:42:43,2017-10-03 14:47:43,66.2,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.005968626114962288,0.4712188513388124,0.026204963686382705,0.00980264523806688,0.0,0.4712188513388124,0.026204963686382705,0.0,-3.5,191.8872005542869,-4.1899283800934075,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.4712188513388124,412.52,194.3872005542869,EXECUTED,1,412.52,42,v1.0-olist-augmented
dd93431d53b71db818ff6be24051ee98_1,dd93431d53b71db818ff6be24051ee98,938670a1c800ad8e076ed4d62c5bb15c,52f3ee86fa7f1af5fb807cbc5aff9c9c,credit_card,216.15,3,1,2017-10-03 15:36:11,2017-10-03 15:41:11,18.6,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.01561761469737022,0.7019048243300323,0.06638363775651179,0.0254908337065411,0.0,0.7019048243300323,0.06638363775651179,0.0,-3.5,149.2167277789365,-0.6511766989299748,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.7019048243300323,216.15,151.7167277789365,EXECUTED,1,216.15,42,v1.0-olist-augmented
0dfa0cd73d2c16254c2cf4ee72d13c3f_1,0dfa0cd73d2c16254c2cf4ee72d13c3f,ae4cb608d969c60cfe54ce07ce4fe321,0f7134902dc8336ac1b6909bbbdaf470,credit_card,92.99,5,1,2017-10-03 16:11:33,2017-10-03 16:16:33,45.9,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,do_not_honor,1,0.18583573606644974,0.23553819071821813,0.2937378049720403,0.015108127752700479,0.18583573606644974,0.23553819071821813,0.2937378049720403,0.0,16.78086509681916,19.4026963548871,12.314678484350022,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.23553819071821813,92.99,21.9026963548871,EXECUTED,0,0.0,42,v1.0-olist-augmented
188ee57c8c41550345490675b44167be_1,188ee57c8c41550345490675b44167be,91b9c73efce9cbe8c08f5211c1458761,80eefdb25d6a9d9bdb97dc6fcf73cfd4,credit_card,560.02,10,1,2017-10-03 17:28:58,2017-10-03 17:33:58,14.9,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.7495095005773188,0.10870845606162677,0.06888130212422537,0.02649357948574367,0.7495095005773188,0.10870845606162677,0.06888130212422537,0.0,419.2403105133101,58.37890956363222,23.574906815608692,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7495095005773188,560.02,419.7403105133101,EXECUTED,1,560.02,42,v1.0-olist-augmented
323bbdc2ccee2a7f26f2a66fca94e58b_1,323bbdc2ccee2a7f26f2a66fca94e58b,cd77227a76d55b1ebf747cec45ff8b34,2cc21e396d4d9768018db92b43ba7a4a,boleto,28.41,1,1,2017-10-03 17:48:50,2017-10-03 17:53:50,44.1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.009614317993838346,0.5902887063061223,0.04169275775211423,0.015753078431274086,0.0,0.5902887063061223,0.04169275775211423,0.0,-3.5,14.270102146156933,-13.815508752262435,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5902887063061223,28.41,16.770102146156933,EXECUTED,0,0.0,42,v1.0-olist-augmented
dfca7d8ebf03cc6118734497cd33e14e_1,dfca7d8ebf03cc6118734497cd33e14e,ab9ad8ec2caab5ef277d76fdab958c0e,0adf1c0405b73e1f39dcd3f21c005a09,credit_card,142.96,3,1,2017-10-03 18:48:58,2017-10-03 18:53:58,21.2,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.014945363355808029,0.6924724974574381,0.06366752504628097,0.024404131256365796,0.014945363355808029,0.6924724974574381,0.06366752504628097,0.0,-1.3634108546536843,96.49586823651536,-5.898090619383673,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.6924724974574381,142.96,98.99586823651536,EXECUTED,1,142.96,42,v1.0-olist-augmented
c38c0f119b3e3e8985c68a0204872116_1,c38c0f119b3e3e8985c68a0204872116,4a7a0d968dbe3fe412df2fc1c107dd1d,7d2ccd4b114fdbf42e1e9bf1522396f7,credit_card,46.48,4,1,2017-10-03 18:52:56,2017-10-03 18:57:56,49.2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.613334859071866,0.06073097929663771,0.037736954846739716,0.014221903483715548,0.613334859071866,0.06073097929663771,0.037736954846739716,0.0,28.00780424966033,0.3227759177077205,-13.245986338723538,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.613334859071866,46.48,28.50780424966033,EXECUTED,1,46.48,42,v1.0-olist-augmented
8e78a66489b3861f846342d4b158c8f4_1,8e78a66489b3861f846342d4b158c8f4,ca5be60ca176490157a53b88dfc30c98,30b7ce51d5b2beabc239e3fec9b3a57c,credit_card,158.13,2,1,2017-10-03 19:04:04,2017-10-03 19:09:04,55.6,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.08488028816926486,0.2539201091735311,0.032996104973493375,0.012397162681369497,0.08488028816926486,0.2539201091735311,0.032996104973493375,0.0,12.922119968205852,37.65238686361047,-9.782325920541492,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.2539201091735311,158.13,40.15238686361047,EXECUTED,0,0.0,42,v1.0-olist-augmented
1888f26c742f0f49046de7b25b975fc1_1,1888f26c742f0f49046de7b25b975fc1,83f3937960f9c14efc3ab40957570050,0ddd6ce7612f9267f2eca906c81ffd17,credit_card,115.37,2,1,2017-10-03 19:12:01,2017-10-03 19:17:01,63.5,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,1,0.542016428876724,0.04602130049870693,0.02842810504687832,0.010649486561482135,0.542016428876724,0.04602130049870693,0.02842810504687832,0.0,62.03243539950765,2.8094774385358185,-11.720249520741648,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.542016428876724,115.37,62.53243539950765,EXECUTED,1,115.37,42,v1.0-olist-augmented
6d4e57d7c544dcf34b3dd4c1afb12c60_1,6d4e57d7c544dcf34b3dd4c1afb12c60,4967d2875ed8ae35f0cfc663b28d5499,c99d68336d7dbab8ab3ca6627b9b5b63,credit_card,192.92,3,1,2017-10-03 19:46:08,2017-10-03 19:51:08,66.2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,1,0.5266517154355241,0.04338480296255124,0.026771213567644895,0.010018111933180477,0.5266517154355241,0.04338480296255124,0.026771213567644895,0.0,101.10164894182131,5.8697961875353855,-9.835297478529947,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.5266517154355241,192.92,101.60164894182131,EXECUTED,1,192.92,42,v1.0-olist-augmented
496fbba28bbf72d2b8a2a55cb32b1935_1,496fbba28bbf72d2b8a2a55cb32b1935,c536c3bb5db2d9e82e22d8bd7a6dfe7b,85ca9f908c6338d295d8ad0668425994,credit_card,75.07,2,1,2017-10-03 20:26:26,2017-10-03 20:31:26,17.8,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.7477207555667653,0.10779092719953785,0.0682741755356833,0.026249529891099403,0.7477207555667653,0.10779092719953785,0.0682741755356833,0.0,55.63139712039707,5.591864904869306,-9.874657642536256,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7477207555667653,75.07,56.13139712039707,EXECUTED,1,75.07,42,v1.0-olist-augmented
8c7b47a875c412c4303eefc88e9d92c9_1,8c7b47a875c412c4303eefc88e9d92c9,a76bc2d372186cd87b857191c77f2270,3ae522de6b23a3699ef105d4c4b3b82d,credit_card,43.1,4,1,2017-10-03 20:39:34,2017-10-03 20:44:34,9.7,1,1,1,0,1.0,39.09,41,41.0,FUNDS_ISSUE,withdrawal_limit_exceeded,1,0.7636852067846978,0.9222265564249865,0.5431401910974436,0.30427784832765536,0.7636852067846978,0.9222265564249865,0.5431401910974436,0.0,32.41483241242047,37.24796458191692,8.409342236299821,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.9222265564249865,43.1,39.74796458191692,EXECUTED,1,43.1,42,v1.0-olist-augmented
8c4bbf2fb218d1ac2fc4fc082c238d64_1,8c4bbf2fb218d1ac2fc4fc082c238d64,8b2b23a05a38be46121f4f5d2f0e4f99,7e21ef4200821750e3fbf2c5d2eda5cc,boleto,144.56,1,1,2017-10-03 21:09:37,2017-10-03 21:14:37,4.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.020949755250291212,0.7605220937917995,0.08750744907721403,0.03407717942336992,0.0,0.7605220937917995,0.08750744907721403,0.0,-3.5,107.44107387854254,-2.3499231613979408,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.7605220937917995,144.56,109.94107387854254,EXECUTED,1,144.56,42,v1.0-olist-augmented
13e5354115bbe8a836521ae423852ffe_1,13e5354115bbe8a836521ae423852ffe,e776d2b8ab9a626626d2763701cbd640,847faf8a6d03f89371c5ae15457b1bfc,boleto,89.78,1,1,2017-10-03 21:36:05,2017-10-03 21:41:05,52.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.008170849367893203,0.5500869463449911,0.03560626652799179,0.013400422820613512,0.0,0.5500869463449911,0.03560626652799179,0.0,-3.5,46.8868060428533,-11.803269391116897,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5500869463449911,89.78,49.3868060428533,EXECUTED,0,0.0,42,v1.0-olist-augmented
87322429288d41c9b9216ef642e9b9fc_1,87322429288d41c9b9216ef642e9b9fc,46c08b900dd90ea7d27b275b92a713e0,f84a44a2163992a68c8dbfa26a8fe79f,credit_card,293.46,5,1,2017-10-03 21:59:12,2017-10-03 22:04:12,13.9,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,1,0.7581665833000251,0.11331221069470022,0.07193452199382942,0.027723871981523276,0.7581665833000251,0.11331221069470022,0.07193452199382942,0.0,221.99156553522533,30.752601350466726,6.109904824309179,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7581665833000251,293.46,222.49156553522533,EXECUTED,0,0.0,42,v1.0-olist-augmented
93fd94c99b582fd7ccdf72b3721e34ea_1,93fd94c99b582fd7ccdf72b3721e34ea,35ce0b4b731e2f576d0facbccab90b77,4d80869801d12dc0fd8492add2dbd7e6,credit_card,15.0,1,1,2017-10-03 22:02:40,2017-10-03 22:07:40,57.7,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,compliance_violation,1,0.007351297494729194,0.1294872483274171,0.24871077916728188,0.6443969872251686,0.0,0.1294872483274171,0.24871077916728188,0.0,-100.5,-0.5576912750887435,-11.269338312490772,0.0,BLOCKED,PASSED,PASSED,PASSED,GR03_HARD_DECLINE_RETRY_PROHIBITED,NONE,NONE,NONE,STOP,0.0,15.0,0.0,SKIPPED,0,0.0,42,v1.0-olist-augmented
65e6b525bace662c8db890bd33df5299_1,65e6b525bace662c8db890bd33df5299,41e255383c00b16885a8a46c2039f0dd,8ddc88814f92ad699db061cc9eb59f0c,credit_card,237.94,4,1,2017-10-03 22:07:48,2017-10-03 22:12:48,69.5,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,withdrawal_limit_exceeded,1,0.06514389662601551,0.20362436976100157,0.02499433699945015,0.009342509086045619,0.06514389662601551,0.20362436976100157,0.02499433699945015,0.0,15.000338763194131,45.950382540932715,-9.052847454350832,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.20362436976100157,237.94,48.450382540932715,EXECUTED,0,0.0,42,v1.0-olist-augmented
9dc64ac5787edf0d88888ec315c57087_1,9dc64ac5787edf0d88888ec315c57087,a12d090841b2402c1bcc41c4d04019e2,3a8efc1e8b649e5f5dd6013b68f87c36,credit_card,32.22,3,1,2017-10-03 22:25:15,2017-10-03 22:30:15,11.1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,do_not_honor,1,0.3153505668936157,0.38338101331751195,0.4563062360590941,0.03002552218884224,0.3153505668936157,0.38338101331751195,0.4563062360590941,0.0,9.660595265312297,9.852536249090235,-0.29781307417598946,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.38338101331751195,32.22,12.352536249090235,EXECUTED,0,0.0,42,v1.0-olist-augmented
c30fd0cc92f2a45137dc1ae120da4666_1,c30fd0cc92f2a45137dc1ae120da4666,0bad99a0dcb029ad7fd5130ab7461138,ac5e46d1db5f0fa318760ab53ed8147d,credit_card,62.94,5,1,2017-10-03 22:41:26,2017-10-03 22:46:26,20.8,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.15811856869885216,0.40798682680856113,0.06462815461692568,0.02478802944726674,0.15811856869885216,0.40798682680856113,0.06462815461692568,0.0,9.451982713905755,23.178690879330837,-10.932303948410699,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.40798682680856113,62.94,25.678690879330837,EXECUTED,0,0.0,42,v1.0-olist-augmented
cb0a4ac036ff43852a47ceda4d254cdf_1,cb0a4ac036ff43852a47ceda4d254cdf,0075589b789b6bce7b058adab7e9a6f5,ab26376d360f4caa7f34418cff3c9971,credit_card,65.6,1,1,2017-10-03 22:45:24,2017-10-03 22:50:24,38.0,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.6645060367932758,0.07470538580253289,0.046683329747978966,0.01769603837109257,0.6645060367932758,0.07470538580253289,0.046683329747978966,0.0,43.09159601363889,2.400673308646157,-11.93757356853258,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.6645060367932758,65.6,43.59159601363889,EXECUTED,0,0.0,42,v1.0-olist-augmented
f39c23bb826de695dcc005dbb467f7e2_1,f39c23bb826de695dcc005dbb467f7e2,ee5974ee702f618b5583ac421f5a8b03,fde980b2d3e8e68d677ae07c1c9de60f,boleto,117.94,1,1,2017-10-03 23:22:22,2017-10-03 23:27:22,31.3,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,1,0.012275553430047062,0.648443856124319,0.05276025813454395,0.020079068145076436,0.0,0.648443856124319,0.05276025813454395,0.0,-3.5,73.97746839130218,-8.777455155611886,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.648443856124319,117.94,76.47746839130218,EXECUTED,1,117.94,42,v1.0-olist-augmented
2f62dbff060e1fc79791d3f079b62769_1,2f62dbff060e1fc79791d3f079b62769,aa9c4bc7cf8c8f30bb449b7511860ba8,84394f56850c9f22ebf0013c1476cfb0,debit_card,98.22,1,1,2017-10-03 23:44:39,2017-10-03 23:49:39,31.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.012372589623921508,0.6502590308122738,0.05316009515518291,0.020236526002020007,0.012372589623921508,0.6502590308122738,0.05316009515518291,0.0,-2.2847642471384297,61.36844200638153,-9.778615453857935,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.6502590308122738,98.22,63.86844200638153,EXECUTED,1,98.22,42,v1.0-olist-augmented
3e4c2286500a9d3194bd7d92434c8233_1,3e4c2286500a9d3194bd7d92434c8233,6b7d8deb29906a81465a537f41c7705b,0f012d9e3814712b886909bd6c99a4c3,credit_card,150.1,2,1,2017-10-04 02:29:52,2017-10-04 02:34:52,16.0,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.7530582308107254,0.11056232972946485,0.07010940427785844,0.026987844867244756,0.7530582308107254,0.11056232972946485,0.07010940427785844,0.0,112.53404044468988,14.095405692392674,-4.476578417893448,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.7530582308107254,150.1,113.03404044468988,EXECUTED,1,150.1,42,v1.0-olist-augmented
3ab974ac744bd19a111d5e19f0a90649_1,3ab974ac744bd19a111d5e19f0a90649,b0763465f38496accca2bc069ce6ef4d,5ee1a7e84a17bcddc784977557a7a186,credit_card,95.89,2,1,2017-10-04 08:17:30,2017-10-04 08:22:30,64.1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.006421961546858601,0.48960424837005695,0.02815178149751918,0.010544097228013428,0.0,0.48960424837005695,0.02815178149751918,0.0,-3.5,44.44815137620476,-12.300525672202886,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.48960424837005695,95.89,46.94815137620476,EXECUTED,1,95.89,42,v1.0-olist-augmented
c033e99bf02e103535766475e490aa19_1,c033e99bf02e103535766475e490aa19,222ea254760a8b56fff02febcb78b507,9f5e6c300b83e6d4ab2815c44c830f86,boleto,105.08,1,1,2017-10-04 08:35:51,2017-10-04 08:40:51,49.2,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.008624315170051059,0.563527804437545,0.03752473686342048,0.014139981825286517,0.0,0.563527804437545,0.03752473686342048,0.0,-3.5,56.71550169029723,-11.056900650391777,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.563527804437545,105.08,59.21550169029723,EXECUTED,1,105.08,42,v1.0-olist-augmented
4722880b47a0cc081c878a5a1ba8fc21_2,4722880b47a0cc081c878a5a1ba8fc21,f60469d80235aa2920161757357321ac,e433513800f5ece11361212094c9b960,voucher,24.2,1,2,2017-10-04 09:10:06,2017-10-04 09:15:06,11.5,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.018299365893618882,0.734500944834438,0.07709982963250328,0.0298165953829385,0.0,0.734500944834438,0.07709982963250328,0.0,-3.5,15.2749228649934,-13.134184122893421,0.0,BLOCKED,PASSED,PASSED,PASSED,GR02_VOUCHER_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.734500944834438,24.2,17.7749228649934,EXECUTED,0,0.0,42,v1.0-olist-augmented
2759e33a8d084b097aaf4d4b8393e38c_1,2759e33a8d084b097aaf4d4b8393e38c,bc65abd5df0fc9cf85f69cf5c87663c2,a0232b17e5055711b7fc036dffd34f39,boleto,73.34,1,1,2017-10-04 10:27:27,2017-10-04 10:32:27,0.8,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.02245932514965838,0.7732345136381423,0.09335563842847472,0.036497405667643895,0.0,0.7732345136381423,0.09335563842847472,0.0,-3.5,54.20901923022136,-8.153297477655663,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.7732345136381423,73.34,56.70901923022136,EXECUTED,0,0.0,42,v1.0-olist-augmented
be7ef653148b80c79b5d9b8500c47949_2,be7ef653148b80c79b5d9b8500c47949,de5411657929e994c0100062f9a7d61d,8ba03ea7a871bdaebd65e7a4ced27c2d,voucher,32.06,1,2,2017-10-04 10:31:14,2017-10-04 10:36:14,55.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,1,0.0077428996363048674,0.5366327419586159,0.033790336316467114,0.012702080981659897,0.0,0.5366327419586159,0.033790336316467114,0.0,-3.5,14.704445707193226,-13.916681817694064,0.0,BLOCKED,PASSED,PASSED,PASSED,GR02_VOUCHER_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5366327419586159,32.06,17.204445707193226,EXECUTED,1,32.06,42,v1.0-olist-augmented
165db2f7901b38055fe76db6894683d2_1,165db2f7901b38055fe76db6894683d2,7b7ba1ea7b27f88bba9a40beb28b0520,3e9c6b78c5f04621fa3efb18433e0df3,credit_card,41.27,1,1,2017-10-04 10:45:25,2017-10-04 10:50:25,1.6,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,1,0.8043760988048229,0.14354822131043762,0.09227845269015192,0.036050193293139396,0.8043760988048229,0.14354822131043762,0.09227845269015192,0.0,32.69660159767504,3.4242350934817614,-11.19166825747743,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.8043760988048229,41.27,33.19660159767504,EXECUTED,1,41.27,42,v1.0-olist-augmented
43c77c1881febf0c89c17b98fa782d6d_1,43c77c1881febf0c89c17b98fa782d6d,23922448e9b4204253e23526929255a2,180a42f7f2f9a518a4168b74ca650848,credit_card,73.34,1,1,2017-10-04 14:12:12,2017-10-04 14:17:12,63.4,0,0,0,0,0.0,0.0,0,0.0,HARD_DECLINE,stolen_card,1,0.006526516705234435,0.11656856932312448,0.22699912810438708,0.6164875397561935,0.0,0.11656856932312448,0.22699912810438708,0.0,-100.5,6.049138874157951,1.6481160551757483,0.0,BLOCKED,PASSED,PASSED,PASSED,GR03_HARD_DECLINE_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.11656856932312448,73.34,8.54913887415795,EXECUTED,0,0.0,42,v1.0-olist-augmented
f000585cce3f9d5edce0692f7e18bfda_1,f000585cce3f9d5edce0692f7e18bfda,77b5832eda477c951c0f2b13998ddfa2,791196cf7e5c2e2a7e894884becd7a6c,boleto,268.77,1,1,2017-10-04 14:14:10,2017-10-04 14:19:10,38.4,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,1,0.010509848937237875,0.6118565804405673,0.04543916403321831,0.01721047114679462,0.0,0.6118565804405673,0.04543916403321831,0.0,-3.5,161.94869312501126,-2.7873158827919156,0.0,BLOCKED,PASSED,PASSED,PASSED,GR01_BOLETO_RETRY_PROHIBITED|GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.6118565804405673,268.77,164.44869312501126,EXECUTED,1,268.77,42,v1.0-olist-augmented
a60cc6832b1b78e7cc684d7c82b1be03_1,a60cc6832b1b78e7cc684d7c82b1be03,6c9265db41f93fd7cebb1ee9e90506f4,965d473350e68a4615c4804446a50ec7,credit_card,27.98,1,1,2017-10-04 14:14:37,2017-10-04 14:19:37,67.0,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,expired_card,1,0.006103334389793674,0.47681713415657145,0.02678408750774043,0.010023012487452177,0.0,0.47681713415657145,0.02678408750774043,0.0,-3.5,10.84134341370087,-14.250581231533422,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.47681713415657145,27.98,13.34134341370087,EXECUTED,0,0.0,42,v1.0-olist-augmented
574e7fa647bceaebe16109cf9380cb2b_1,574e7fa647bceaebe16109cf9380cb2b,62e36ed8385fad5554f9f1f5a9e8dbb8,87575b734771e8183765cb369e6ff86e,credit_card,61.72,1,1,2017-10-04 15:11:59,2017-10-04 15:16:59,55.7,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,1,0.007613633439765072,0.5324114873129067,0.033240781032681556,0.01249106445872223,0.0,0.5324114873129067,0.033240781032681556,0.0,-3.5,30.3604369969526,-12.948378994662894,0.0,BLOCKED,PASSED,PASSED,PASSED,GR04_AUTH_REQUIRED_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5324114873129067,61.72,32.8604369969526,EXECUTED,1,61.72,42,v1.0-olist-augmented
41d988f5ce84da983c265612abf2400a_1,41d988f5ce84da983c265612abf2400a,f323f13bb7e95ad8c76e854936a12686,6b10488724fdd3b732b505d771b2da78,credit_card,26.79,1,1,2017-10-04 15:38:08,2017-10-04 15:43:08,64.4,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,1,0.13697100823189834,0.17643658983925883,0.22431781806770448,0.010553595414406368,0.13697100823189834,0.17643658983925883,0.22431781806770448,0.0,3.1694533105325564,2.226736241793744,-8.990525653966198,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,RETRY,0.13697100823189834,26.79,3.6694533105325564,EXECUTED,0,0.0,42,v1.0-olist-augmented
69ce5a9c71e938c852ea2142a90dddb7_1,69ce5a9c71e938c852ea2142a90dddb7,dcdf7a6ad289593d2e9e4174f69d5640,ecacfb5d93bc00a03f36729e6e927e36,voucher,34.09,1,1,2017-10-04 16:21:13,2017-10-04 16:26:13,53.7,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,1,0.007943634575761301,0.5430409622330168,0.0346427758026415,0.013029694608024982,0.0,0.5430409622330168,0.0346427758026415,0.0,-3.5,16.012266402523544,-13.819027772887951,0.0,BLOCKED,PASSED,PASSED,PASSED,GR02_VOUCHER_RETRY_PROHIBITED,NONE,NONE,NONE,NUDGE,0.5430409622330168,34.09,18.512266402523544,EXECUTED,0,0.0,42,v1.0-olist-augmented
677e38d339f46ff8cd648fa4ed787ab2_1,677e38d339f46ff8cd648fa4ed787ab2,54438b94370217a9ec2bc0a5d8ad8871,d233f180804b66001abae78d15d37d10,credit_card,1710.18,10,1,2017-10-04 17:31:28,2017-10-04 17:36:28,41.7,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1,0.09491750055962156,0.27787678223323126,0.27787678223323126,0.013994217646423905,0.09491750055962156,0.27787678223323126,0.27787678223323126,0.0,161.8260111070536,472.71931543962745,460.21931543962745,0.0,PASSED,PASSED,PASSED,PASSED,NONE,NONE,NONE,NONE,NUDGE,0.27787678223323126,1710.18,475.21931543962745,EXECUTED,0,0.0,42,v1.0-olist-augmented
