case_id,order_id,customer_id,customer_unique_id,order_purchase_timestamp,payment_type,payment_value,payment_installments,previous_order_count,previous_payment_count,previous_success_count,previous_cancelled_count,historical_payment_success_rate,historical_average_payment,customer_tenure_before_payment,order_frequency_before_payment,failure_category,failure_reason,hours_since_failure,recovery_attempt_number,valid_actions_count,valid_actions,split,simulation_seed,provenance_version,action,recovered
27022b76108230492760e5e0a34c159e_1,27022b76108230492760e5e0a34c159e,45cea136a7ccc9defbe927fd8b27d2bb,860ea7467ce162456f5fc8bb3ece3425,2017-05-07 23:40:38,boleto,124.42,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,54.4,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
65784d2ba207f200197a7f5ebb1f35fc_1,65784d2ba207f200197a7f5ebb1f35fc,73348a24fb5172a8cdeeda3428641910,8176f8d3aa645c27e575e8809c2dd122,2017-05-08 00:25:30,credit_card,143.12,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,38.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
8b9c6ff3e8b2603f52a401024523d642_1,8b9c6ff3e8b2603f52a401024523d642,c80e048ea4382bc53e00921d38632175,ae74c314b9c383e5d7bcd99d54ffbc71,2017-05-08 00:45:17,credit_card,133.76,10,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,expired_card,40.3,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
741a088353f3774474ff3b2d7da8f0de_1,741a088353f3774474ff3b2d7da8f0de,729bfe0a9c4c09edbff5510098c592b9,0888601c1fbdae1f6099d3c14cba9457,2017-05-08 04:21:55,credit_card,201.43,2,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,withdrawal_limit_exceeded,3.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
9b4e27fffc39dbabdbd712352ff353df_1,9b4e27fffc39dbabdbd712352ff353df,5a1e5c42e6d73688dfd4597bf24eb988,4d5e9c30fe0d640437fa60e0f25629d6,2017-05-08 09:08:43,credit_card,44.75,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,6.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
e768f86beb709ac3477b8c5ef5d265e0_1,e768f86beb709ac3477b8c5ef5d265e0,51842d4fb07510f2d2bb87893bb5bf00,171f1541c48867329a98710a2fe737e6,2017-05-08 09:29:05,boleto,167.43,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,65.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
88bb95821dcba653c3b6777abfc3565d_1,88bb95821dcba653c3b6777abfc3565d,16ab6bb9b5d2ae2316213574eabb4f5e,83d61de82f5f864b28995d854c6c646e,2017-05-08 09:36:59,credit_card,43.0,2,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,41.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
a5e4943ec70814fda473b21faaba42cc_1,a5e4943ec70814fda473b21faaba42cc,f70f80643f8bba51009543d7ff51c8b6,3977023445b2ffaa62e934c2f6da3a28,2017-05-08 09:59:01,credit_card,29.77,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,16.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
c1daaeaf51b3f251a3c6c2b04abec127_1,c1daaeaf51b3f251a3c6c2b04abec127,6d219cb246ef6f905618da8e27cf5ddc,541bda117a78dc23329df4e7d4386dc4,2017-05-08 10:53:44,boleto,156.15,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,15.3,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
5ba291a4740d9f7973e2f135a6a7f54f_1,5ba291a4740d9f7973e2f135a6a7f54f,adb9611d609b58d037272249e0c06bbb,ce1422ea681a87fe34f97776b0bc803f,2017-05-08 11:45:34,credit_card,51.69,2,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,17.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
1b546846285271f61f42bf2954352172_1,1b546846285271f61f42bf2954352172,6fde8954a5343cfb804688167c50f78f,3cc9db37d3df6c5b00e68a8f28d76f71,2017-05-08 12:01:54,boleto,73.07,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,5.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
6b6cca8d4b526e73b216c9ca31cf0268_1,6b6cca8d4b526e73b216c9ca31cf0268,4077a894fcbcc59fe14e9acd059a5a2c,08cb049b7f3836800587985c7ec04676,2017-05-08 12:15:17,credit_card,102.83,3,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,4.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
51b3d3b824ebde9c8e8d84d17e98d88b_1,51b3d3b824ebde9c8e8d84d17e98d88b,659affc86c33bd8d4a7a551a1d721c59,3ee11a73167d6fd1652d5016cdeb760d,2017-05-08 12:49:28,credit_card,148.15,2,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,52.0,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
92b56c79ee136de9db64ceafdf002f72_1,92b56c79ee136de9db64ceafdf002f72,94c83c89df9c4e9fd402f2b6a4316391,e43ef1f367067fb817d8b34f618f44b0,2017-05-08 15:58:21,credit_card,26.11,2,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,19.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
156d7322e097c3a33f3f2c808bcffc61_1,156d7322e097c3a33f3f2c808bcffc61,37c85c91273baf6a4c844e30c26b7d6e,3377ca6f5387b8f8960b0d3fcefb6164,2017-05-08 17:37:04,boleto,171.61,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,28.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
0903715a744e53db0a04d441d50d22cb_1,0903715a744e53db0a04d441d50d22cb,c147dfd02d5503b44c65a2660bc63cfa,191390f8192144a1bd3954db5ec5e22f,2017-05-08 20:30:33,credit_card,193.0,10,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,38.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
ff2debba53c9c8185f517f7b3a936aed_1,ff2debba53c9c8185f517f7b3a936aed,afc0b8421b7937d99de731ac9df6373e,44ba066bbe77a063ec87d029cd3655dd,2017-05-08 21:26:39,credit_card,240.77,10,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,23.4,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
4dab8f54cf0785f122d751e4c9010e0a_1,4dab8f54cf0785f122d751e4c9010e0a,7dccb46b2bfa636224998740bfdfb07a,d65a1df1eb76ad462883782cc27e8e2f,2017-05-08 21:40:05,credit_card,59.49,5,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,34.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
4477f0fa7855f6d43e17f4b8e6612898_1,4477f0fa7855f6d43e17f4b8e6612898,ab1b4c71bb887a820db3346f0af72b14,152fc02825ebb754ffcb79393de6914f,2017-05-08 22:37:02,credit_card,105.28,8,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,62.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
333e7a046c4e6cc445f3178043b57039_1,333e7a046c4e6cc445f3178043b57039,4688c6355c8b84b24a780915fa1cf4eb,d99f83104bb71e584298ceb4278597ef,2017-05-08 23:25:31,credit_card,37.53,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,18.0,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
d46324f9f8fe64d3fbd530e2d79573c9_1,d46324f9f8fe64d3fbd530e2d79573c9,efe3b2b81054dcd39a5329487f3c775f,e5add57dcbd533d80dbbead7f64c2e75,2017-05-08 23:25:42,credit_card,104.89,10,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,57.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
a37f8312a0547362c60345cc4cb0f8f2_1,a37f8312a0547362c60345cc4cb0f8f2,9f15e1370b94ffa25930221dd6dc1061,78a314a58d639d0d542958c86c737e60,2017-05-09 01:57:10,credit_card,4.28,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,19.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
a37f8312a0547362c60345cc4cb0f8f2_2,a37f8312a0547362c60345cc4cb0f8f2,9f15e1370b94ffa25930221dd6dc1061,78a314a58d639d0d542958c86c737e60,2017-05-09 01:57:10,voucher,100.0,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,13.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
07e4ea9fe9fcc49b673d7d3197b5da23_1,07e4ea9fe9fcc49b673d7d3197b5da23,2915d405d4b958edc2bdce19fc0df07f,c15a9c69f715ed7787cd601d2075f525,2017-05-09 10:45:54,credit_card,288.52,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,do_not_honor,5.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
ea8f9e7a24a256a3a8873cd07a35659c_1,ea8f9e7a24a256a3a8873cd07a35659c,427facb233cc4450b926f434f09df23b,f11e6a19a6e30aa5318c472b19bea20e,2017-05-09 11:18:54,boleto,136.59,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,49.4,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
1b882405b224816e178cb5b5cfef9519_1,1b882405b224816e178cb5b5cfef9519,e14ce3c6c6d5337363712edf760f3a4a,565af81202a1fb8a9ffe282935381142,2017-05-09 11:35:21,credit_card,43.1,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,29.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
fc0ab8cdbc2f9a64c50264d217e47114_1,fc0ab8cdbc2f9a64c50264d217e47114,bc9340424036e7a409f72b4628d55973,c426399972becd38ce02dba6eb721980,2017-05-09 12:22:51,boleto,75.65,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,55.6,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
e48f28e15158bd10b02972eae44c8e7e_1,e48f28e15158bd10b02972eae44c8e7e,84716102ab4d906f65136c89fca3f0c3,1985ee4e25eee7fc657c6052e733c3d3,2017-05-09 12:33:38,credit_card,287.16,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,10.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
da1630ace2e5b7e69a1bbe87059a4286_1,da1630ace2e5b7e69a1bbe87059a4286,1100a74fed2c76f3de1b25ada3a1ba82,f8dfd6a66122269eaeb5205089f6f086,2017-05-09 15:39:42,boleto,106.85,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,43.6,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
a9d514cec7786e74cf3b22b24b5562f7_1,a9d514cec7786e74cf3b22b24b5562f7,632f6a3130e170ad74c54618b0a52fa3,4bf595f17496ac8af412583acad4860b,2017-05-09 15:59:45,credit_card,125.42,1,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,1.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
9d75498fdac565fd0088b13e1fb8c504_1,9d75498fdac565fd0088b13e1fb8c504,7446ae9b7c1fd9519aa903d4fb16575a,239da9ca794945dad5ab0d26a916d9ec,2017-05-09 16:35:31,credit_card,158.75,8,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,17.2,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
c48e0c0045493baca42f6350289f1470_1,c48e0c0045493baca42f6350289f1470,5660a2b24ae2f9e6a4f8d8c393ef408a,6ebb70bb5d1b3228e8aa44b762aa4971,2017-05-09 17:35:37,credit_card,87.73,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,44.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
5cf62f9c757b9bc80a12ffe293efa0ac_1,5cf62f9c757b9bc80a12ffe293efa0ac,dbccc3a5b4b250d8924a3ae91c89852d,b16784e495591a8f32fd73cb7da89675,2017-05-09 18:22:48,boleto,202.87,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,4.5,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
e53c0c4f98222c1309a9903077858166_1,e53c0c4f98222c1309a9903077858166,ebb4bbbdfc885e78481d17c9f5ff3f85,fd84876f95aaf85b74d38b8c94e60e7b,2017-05-09 19:24:35,boleto,63.1,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,27.5,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
d70b7dce9b527096fbd9e4d0e54ab451_1,d70b7dce9b527096fbd9e4d0e54ab451,e3a899173e31bdf2f8f721a58cfbc0bf,9a52192549350390821ea7db1a77b63c,2017-05-09 20:21:33,boleto,110.83,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,40.7,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
18c997e8b15aae56ff3f0e3594c29170_1,18c997e8b15aae56ff3f0e3594c29170,184d1953627db66318acc74d30ff1721,d47ff3dc26a025c9bec3d4f5cc32dd83,2017-05-09 20:41:48,credit_card,52.09,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,52.5,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
9d2341ec61f7661d4b85708d835034f4_1,9d2341ec61f7661d4b85708d835034f4,241f18344fc37a0b96f497e91cc0f7d5,2a36b3e6b953c4dd0d0b09fcb0345fb6,2017-05-09 21:34:49,credit_card,242.12,5,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,51.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
788e7378d74502a8c60a80b6c66552b9_1,788e7378d74502a8c60a80b6c66552b9,808c3ef691a670d41d1e3ade30740cb8,bcb28b30f734df53722b6bcc4ea0c521,2017-05-09 22:20:15,debit_card,132.34,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,11.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
500497099772fef25f1c6fe433ce0f8d_1,500497099772fef25f1c6fe433ce0f8d,99bef1df3bc670cf9f4def0f9c371fe2,da35742c46291cee09a5feea6c2d284a,2017-05-09 22:24:03,credit_card,36.75,1,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,5.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
a3115f34be015286911b92beba41be5f_1,a3115f34be015286911b92beba41be5f,4c98afa4ca10e1d85ddf126c0c19834b,c95f90d982a990f7db59285b6d97fb2a,2017-05-09 22:33:27,credit_card,300.31,4,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,27.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
0b0bf8f9977e22517521efeefa4b7a27_1,0b0bf8f9977e22517521efeefa4b7a27,70853b66bdc999fa3b86d867d34ab156,4e14d40f37f04e342f949ecd444a10b8,2017-05-09 22:58:25,credit_card,167.51,10,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,17.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
cb837ba275cf8ffa9ded7e18f7743b49_1,cb837ba275cf8ffa9ded7e18f7743b49,e8d5a2b4873087880e7b934ec1c8f1f6,9a90cd8eb50ab8bc5f3539a08aa2c3ea,2017-05-10 04:12:20,boleto,101.44,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,22.4,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
02b7e7c49710de373ce4bb83fd4bf81d_1,02b7e7c49710de373ce4bb83fd4bf81d,958a6f45092caf24c9c986aae8324cae,c2f70b70cc6c043ca2f6ac87c0510fac,2017-05-10 07:27:24,credit_card,67.3,2,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,25.0,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
b02cdf25c3ec98d2a8c9c0906981e3af_1,b02cdf25c3ec98d2a8c9c0906981e3af,6615759e7bae7a443a7f45937dbbb819,51be43bc1d4ef66dfbeef9681b3d11d6,2017-05-10 10:11:07,boleto,105.28,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,28.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
bde485bef13be8b3bd38071e027e954f_2,bde485bef13be8b3bd38071e027e954f,7afaa65f4cd64d06fcebc3ece0a240be,31f508f472ebf8a37c13a7b85693db44,2017-05-10 11:43:18,voucher,338.87,1,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,payment_failed,37.6,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
d868b96ed53089f3a6e9b202ee041dbf_1,d868b96ed53089f3a6e9b202ee041dbf,9f5d77b326c3bb316e829181dfd6d192,d507e084dc5e23d21922f2f62f043bd8,2017-05-10 11:51:13,credit_card,175.87,3,0,0,0,0,0.0,0.0,0,0.0,GENERIC_DECLINE,do_not_honor,1.2,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,1
76cd8bdf29b1ad8f6dad715d6ad8fe90_1,76cd8bdf29b1ad8f6dad715d6ad8fe90,f3ea766418f91a35a84d530bae7787ff,71a92fd3087501bcfba6e6e1ef7e8fd7,2017-05-10 13:17:10,credit_card,214.83,10,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,21.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
80748056eb9831627a31af7148fc735b_1,80748056eb9831627a31af7148fc735b,a04c8e3157009f2748aeee6e22f2408c,42d0a60607331e84158aff7f42a08b4c,2017-05-10 14:19:25,credit_card,68.89,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,19.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
08c8efb673039f24977bee37cb4ce21f_1,08c8efb673039f24977bee37cb4ce21f,794fbbffc8777305f986f63219b4e7e1,221e3152676feb9315491e86f26efe5f,2017-05-10 15:24:48,credit_card,57.59,3,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,17.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,1
e79251fae4e104ec51b1ba71a53bed1a_1,e79251fae4e104ec51b1ba71a53bed1a,00c32f58ea39ae8132d9b1a32b81b167,0181f57a87c6a2f0e0fe2807f67aef0e,2017-05-10 16:06:48,credit_card,29.1,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,56.9,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
2d1127e130b6702121a35862a2840d3e_1,2d1127e130b6702121a35862a2840d3e,74298ef9b98443b73f5a902a72918bf5,4fcc54152e34b2fb77f850f57582a2f1,2017-05-10 17:21:40,boleto,83.23,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,18.5,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
1a1cbbc80d127af8c72708f098494a0e_1,1a1cbbc80d127af8c72708f098494a0e,9d9e86f105e656addd887968baf094fa,de229809c17dc1220c223e37537676b1,2017-05-10 17:44:55,credit_card,85.15,2,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,gateway_error,11.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
0d9b3b609f29c14a165ceb95c0ab91fe_1,0d9b3b609f29c14a165ceb95c0ab91fe,6a75a813284e115076bfe8ca75562722,d0b3a9a30abd9d7a3830a903e7ceae67,2017-05-10 19:09:02,credit_card,73.43,2,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,61.4,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
ef340fd20274f4bc0181f8d9b8ae9748_1,ef340fd20274f4bc0181f8d9b8ae9748,b8be0fb88b88d0e00af27f75835e1c50,e7ba333fbe7c3afa5f89cb575f9eac6e,2017-05-10 19:29:00,boleto,55.0,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,27.9,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
4c5277b8c416e92df5b5b5b3882b4d58_1,4c5277b8c416e92df5b5b5b3882b4d58,7bba4420a869ab8dba1c7096358c1d66,5712625605e436ad6f7fa517ce6e8e0b,2017-05-10 19:59:24,credit_card,109.31,4,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,13.7,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
794651af98ca9412aa91961e14c0a796_1,794651af98ca9412aa91961e14c0a796,5f4d146ec198ef05d2582c0744068489,a0668f386d869212ec24abf9fab0bc84,2017-05-10 20:35:15,boleto,35.0,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,54.2,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
39bffc9b7be332f527a4fcdec744156c_1,39bffc9b7be332f527a4fcdec744156c,c4b4aa3d40d7530386c518efad9248ca,711f2abc1f74c977b64fb9320ff5bc64,2017-05-10 20:55:51,boleto,76.57,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,47.5,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
e003d94282e5f1e45760dde794a8a173_1,e003d94282e5f1e45760dde794a8a173,1764be73caaed8c59deaeef7793e539a,6871b052a835417d6d2e11153e0d3c2c,2017-05-10 21:11:07,credit_card,49.27,4,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,68.1,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
e003d94282e5f1e45760dde794a8a173_2,e003d94282e5f1e45760dde794a8a173,1764be73caaed8c59deaeef7793e539a,6871b052a835417d6d2e11153e0d3c2c,2017-05-10 21:11:07,credit_card,75.79,7,0,0,0,0,0.0,0.0,0,0.0,FUNDS_ISSUE,insufficient_funds,63.3,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
a17d59822796f1d50132863fd085f109_1,a17d59822796f1d50132863fd085f109,39594b7114e70f980097f1c4a4f01688,af40b8b8a23a2e3c5ad33aaf8508a621,2017-05-10 21:26:32,boleto,55.0,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,50.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
577741df3a9a24834a116ed4b278233e_1,577741df3a9a24834a116ed4b278233e,9e89c236659179966723613317e173aa,7df02dba351998a9a24edc56d9c35557,2017-05-10 21:51:44,boleto,63.0,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_timed_out,12.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
0312ecf90786def87f98aa19e0e0ce63_1,0312ecf90786def87f98aa19e0e0ce63,45cce495588388d074ab985f2f9b9bb4,f183cbe7ea382975291850db9c8526a7,2017-05-10 22:02:40,debit_card,42.78,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,authentication_failed,35.0,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,1
863e04a33f87d879ee00bf50cf65c5e2_1,863e04a33f87d879ee00bf50cf65c5e2,ef68b0cec4f4db6b191c1f6fdc8ede0f,f68fa8af8810b71fb954fb4044de5950,2017-05-10 22:45:02,credit_card,150.05,6,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,bank_technical_error,9.0,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
ccf1e12f1c435066f481bacfe011cfbd_1,ccf1e12f1c435066f481bacfe011cfbd,4a3be90ecb8541317983a22f6c863888,15e0f5e3fd10fb235acab6d62a9cf84a,2017-05-11 00:16:59,credit_card,60.85,6,0,0,0,0,0.0,0.0,0,0.0,SOFT_DECLINE,network_error,39.8,1,3,RETRY|NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,RETRY,0
f08f463d66cc5bfe30cd30cbe9177ad0_1,f08f463d66cc5bfe30cd30cbe9177ad0,69c33417e1600c0d34fc935cc21bad16,5c2780ae7fe8ae72dbc6cd197c13f2cf,2017-05-11 00:47:54,boleto,159.23,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,boleto_expired,66.1,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,NUDGE,0
236909a5eec961f916c742c7f991d3e5_2,236909a5eec961f916c742c7f991d3e5,1b620b9bddc08059302ad5287743d092,89f0f964099dff599188375bdfba07c0,2017-05-11 00:53:06,voucher,21.7,1,0,0,0,0,0.0,0.0,0,0.0,CUSTOMER_ACTION_REQUIRED,payment_cancelled,0.8,1,2,NUDGE|ESCALATE,train,42,v1.0-ml-training-exploration,ESCALATE,0
